*  HI b-b recombination spectrum arising from HeI recombination (cont. opacity)
      1.49202      0.00000
      1.49522      0.00000
      1.49843      0.00000
      1.50165      0.00000
      1.50487      0.00000
      1.50810      0.00000
      1.51133      0.00000
      1.51458      0.00000
      1.51782      0.00000
      1.52108      0.00000
      1.52435      0.00000
      1.52762      0.00000
      1.53089      0.00000
      1.53418      0.00000
      1.53747      0.00000
      1.54077      0.00000
      1.54407      0.00000
      1.54739      0.00000
      1.55071      0.00000
      1.55404      0.00000
      1.55737      0.00000
      1.56071      0.00000
      1.56406      0.00000
      1.56742      0.00000
      1.57078      0.00000
      1.57415      0.00000
      1.57753      0.00000
      1.58091      0.00000
      1.58430      0.00000
      1.58770      0.00000
      1.59111      0.00000
      1.59452      0.00000
      1.59794      0.00000
      1.60137      0.00000
      1.60481      0.00000
      1.60825      0.00000
      1.61170      0.00000
      1.61516      0.00000
      1.61863      0.00000
      1.62210      0.00000
      1.62558      0.00000
      1.62907      0.00000
      1.63256      0.00000
      1.63607      0.00000
      1.63958      0.00000
      1.64309      0.00000
      1.64662      0.00000
      1.65015      0.00000
      1.65369      0.00000
      1.65724      0.00000
      1.66080      0.00000
      1.66436      0.00000
      1.66793      0.00000
      1.67151      0.00000
      1.67510      0.00000
      1.67869      0.00000
      1.68229      0.00000
      1.68590      0.00000
      1.68952      0.00000
      1.69314      0.00000
      1.69678      0.00000
      1.70042      0.00000
      1.70407      0.00000
      1.70772      0.00000
      1.71139      0.00000
      1.71506      0.00000
      1.71874      0.00000
      1.72243      0.00000
      1.72612      0.00000
      1.72982      0.00000
      1.73354      0.00000
      1.73726      0.00000
      1.74098      0.00000
      1.74472      0.00000
      1.74846      0.00000
      1.75221      0.00000
      1.75597      0.00000
      1.75974      0.00000
      1.76352      0.00000
      1.76730      0.00000
      1.77109      0.00000
      1.77489      0.00000
      1.77870      0.00000
      1.78252      0.00000
      1.78634      0.00000
      1.79017      0.00000
      1.79402      0.00000
      1.79786      0.00000
      1.80172      0.00000
      1.80559      0.00000
      1.80946      0.00000
      1.81334      0.00000
      1.81724      0.00000
      1.82113      0.00000
      1.82504      0.00000
      1.82896      0.00000
      1.83288      0.00000
      1.83682      0.00000
      1.84076      0.00000
      1.84471      0.00000
      1.84866      0.00000
      1.85263      0.00000
      1.85661      0.00000
      1.86059      0.00000
      1.86458      0.00000
      1.86858      0.00000
      1.87259      0.00000
      1.87661      0.00000
      1.88063      0.00000
      1.88467      0.00000
      1.88871      0.00000
      1.89277      0.00000
      1.89683      0.00000
      1.90090      0.00000
      1.90498      0.00000
      1.90906      0.00000
      1.91316      0.00000
      1.91726      0.00000
      1.92138      0.00000
      1.92550      0.00000
      1.92963      0.00000
      1.93377      0.00000
      1.93792      0.00000
      1.94208      0.00000
      1.94625      0.00000
      1.95042      0.00000
      1.95461      0.00000
      1.95880      0.00000
      1.96300      0.00000
      1.96722      0.00000
      1.97144      0.00000
      1.97567      0.00000
      1.97991      0.00000
      1.98415      0.00000
      1.98841      0.00000
      1.99268      0.00000
      1.99695      0.00000
      2.00124      0.00000
      2.00553      0.00000
      2.00983      0.00000
      2.01415      0.00000
      2.01847      0.00000
      2.02280      0.00000
      2.02714      0.00000
      2.03149      0.00000
      2.03585      0.00000
      2.04022      0.00000
      2.04459      0.00000
      2.04898      0.00000
      2.05338      0.00000
      2.05778      0.00000
      2.06220      0.00000
      2.06662      0.00000
      2.07106      0.00000
      2.07550      0.00000
      2.07995      0.00000
      2.08442      0.00000
      2.08889      0.00000
      2.09337      0.00000
      2.09786      0.00000
      2.10236      0.00000
      2.10687      0.00000
      2.11139      0.00000
      2.11592      0.00000
      2.12046      0.00000
      2.12501      0.00000
      2.12957      0.00000
      2.13414      0.00000
      2.13872      0.00000
      2.14331      0.00000
      2.14791      0.00000
      2.15252      0.00000
      2.15714      0.00000
      2.16176      0.00000
      2.16640      0.00000
      2.17105      0.00000
      2.17571      0.00000
      2.18038      0.00000
      2.18506      0.00000
      2.18974      0.00000
      2.19444      0.00000
      2.19915      0.00000
      2.20387      0.00000
      2.20860      0.00000
      2.21334      0.00000
      2.21809      0.00000
      2.22284      0.00000
      2.22761      0.00000
      2.23239      0.00000
      2.23718      0.00000
      2.24198      0.00000
      2.24679      0.00000
      2.25162      0.00000
      2.25645      0.00000
      2.26129      0.00000
      2.26614      0.00000
      2.27100      0.00000
      2.27587      0.00000
      2.28076      0.00000
      2.28565      0.00000
      2.29055      0.00000
      2.29547      0.00000
      2.30040      0.00000
      2.30533      0.00000
      2.31028      0.00000
      2.31523      0.00000
      2.32020      0.00000
      2.32518      0.00000
      2.33017      0.00000
      2.33517      0.00000
      2.34018      0.00000
      2.34520      0.00000
      2.35023      0.00000
      2.35527      0.00000
      2.36033      0.00000
      2.36539      0.00000
      2.37047      0.00000
      2.37555      0.00000
      2.38065      0.00000
      2.38576      0.00000
      2.39088      0.00000
      2.39601      0.00000
      2.40115      0.00000
      2.40630      0.00000
      2.41146      0.00000
      2.41664      0.00000
      2.42182      0.00000
      2.42702      0.00000
      2.43223      0.00000
      2.43744      0.00000
      2.44267      0.00000
      2.44792      0.00000
      2.45317      0.00000
      2.45843      0.00000
      2.46371      0.00000
      2.46899      0.00000
      2.47429      0.00000
      2.47960      0.00000
      2.48492      0.00000
      2.49025      0.00000
      2.49559      0.00000
      2.50095      0.00000
      2.50631      0.00000
      2.51169      0.00000
      2.51708      0.00000
      2.52248      0.00000
      2.52789      0.00000
      2.53332      0.00000
      2.53875      0.00000
      2.54420      0.00000
      2.54966      0.00000
      2.55513      0.00000
      2.56061      0.00000
      2.56611      0.00000
      2.57161      0.00000
      2.57713      0.00000
      2.58266      0.00000
      2.58820      0.00000
      2.59375      0.00000
      2.59932      0.00000
      2.60490      0.00000
      2.61049      0.00000
      2.61609      0.00000
      2.62170      0.00000
      2.62733      0.00000
      2.63296      0.00000
      2.63861      0.00000
      2.64427      0.00000
      2.64995      0.00000
      2.65563      0.00000
      2.66133      0.00000
      2.66704      0.00000
      2.67276      0.00000
      2.67850      0.00000
      2.68424      0.00000
      2.69000      0.00000
      2.69578      0.00000
      2.70156      0.00000
      2.70736      0.00000
      2.71316      0.00000
      2.71899      0.00000
      2.72482      0.00000
      2.73067      0.00000
      2.73653      0.00000
      2.74240      0.00000
      2.74828      0.00000
      2.75418      0.00000
      2.76009      0.00000
      2.76601      0.00000
      2.77194      0.00000
      2.77789      0.00000
      2.78385      0.00000
      2.78982      0.00000
      2.79581      0.00000
      2.80181      0.00000
      2.80782      0.00000
      2.81385      0.00000
      2.81988      0.00000
      2.82593      0.00000
      2.83200      0.00000
      2.83807      0.00000
      2.84416      0.00000
      2.85027      0.00000
      2.85638      0.00000
      2.86251      0.00000
      2.86865      0.00000
      2.87481      0.00000
      2.88097      0.00000
      2.88716      0.00000
      2.89335      0.00000
      2.89956      0.00000
      2.90578      0.00000
      2.91201      0.00000
      2.91826      0.00000
      2.92452      0.00000
      2.93080      0.00000
      2.93709      0.00000
      2.94339      0.00000
      2.94970      0.00000
      2.95603      0.00000
      2.96238      0.00000
      2.96873      0.00000
      2.97510      0.00000
      2.98149      0.00000
      2.98788      0.00000
      2.99429      0.00000
      3.00072  4.51202e-32
      3.00716  4.59926e-32
      3.01361  4.69008e-32
      3.02007  4.78616e-32
      3.02655  4.88966e-32
      3.03305  5.00334e-32
      3.03956  5.12595e-32
      3.04608  5.25593e-32
      3.05261  5.39264e-32
      3.05916  5.53517e-32
      3.06573  5.68191e-32
      3.07231  5.83194e-32
      3.07890  5.98443e-32
      3.08550  6.14126e-32
      3.09212  6.30222e-32
      3.09876  6.46869e-32
      3.10541  6.64130e-32
      3.11207  6.82120e-32
      3.11875  7.00949e-32
      3.12544  7.20546e-32
      3.13214  7.40992e-32
      3.13886  7.62243e-32
      3.14560  7.84271e-32
      3.15235  8.07072e-32
      3.15911  8.30697e-32
      3.16589  8.55063e-32
      3.17268  8.80268e-32
      3.17949  9.06217e-32
      3.18631  9.33109e-32
      3.19315  9.60894e-32
      3.20000  9.89658e-32
      3.20687  1.01930e-31
      3.21375  1.05002e-31
      3.22064  1.08187e-31
      3.22755  1.11485e-31
      3.23448  1.14912e-31
      3.24142  1.18477e-31
      3.24837  1.22179e-31
      3.25534  1.26034e-31
      3.26233  1.30043e-31
      3.26933  1.34217e-31
      3.27634  1.38555e-31
      3.28337  1.43037e-31
      3.29042  1.47678e-31
      3.29748  1.52477e-31
      3.30455  1.57436e-31
      3.31164  1.62538e-31
      3.31875  1.67812e-31
      3.32587  1.73254e-31
      3.33300  1.78871e-31
      3.34016  1.84669e-31
      3.34732  1.90663e-31
      3.35450  1.96863e-31
      3.36170  2.03274e-31
      3.36891  2.09893e-31
      3.37614  2.16729e-31
      3.38339  2.23795e-31
      3.39065  2.31083e-31
      3.39792  2.38582e-31
      3.40521  2.46316e-31
      3.41252  2.54281e-31
      3.41984  2.62486e-31
      3.42718  2.70924e-31
      3.43453  2.79632e-31
      3.44190  2.88615e-31
      3.44928  2.97877e-31
      3.45669  3.07422e-31
      3.46410  3.17278e-31
      3.47154  3.27463e-31
      3.47898  3.37945e-31
      3.48645  3.48650e-31
      3.49393  3.59835e-31
      3.50143  3.71364e-31
      3.50894  3.83288e-31
      3.51647  3.95578e-31
      3.52401  4.08254e-31
      3.53157  4.21328e-31
      3.53915  4.34849e-31
      3.54674  4.48811e-31
      3.55435  4.63243e-31
      3.56198  4.78156e-31
      3.56962  4.93581e-31
      3.57728  5.09565e-31
      3.58496  5.26090e-31
      3.59265  5.43155e-31
      3.60036  5.60838e-31
      3.60808  5.79154e-31
      3.61582  5.98107e-31
      3.62358  6.17685e-31
      3.63136  6.37950e-31
      3.63915  6.58908e-31
      3.64696  6.80595e-31
      3.65478  7.02880e-31
      3.66262  7.26033e-31
      3.67048  7.51513e-31
      3.67836  7.59480e-31
      3.68625  7.71041e-31
      3.69416  7.98114e-31
      3.70209  8.25169e-31
      3.71003  8.52916e-31
      3.71799  8.81497e-31
      3.72597  9.10937e-31
      3.73396  9.41246e-31
      3.74197  9.72418e-31
      3.75000  1.00451e-30
      3.75805  1.03756e-30
      3.76611  1.07149e-30
      3.77419  1.10638e-30
      3.78229  1.14218e-30
      3.79040  1.17897e-30
      3.79854  1.21666e-30
      3.80669  1.25523e-30
      3.81486  1.29477e-30
      3.82304  1.33523e-30
      3.83124  1.37661e-30
      3.83946  1.41873e-30
      3.84770  1.46176e-30
      3.85596  1.50547e-30
      3.86423  1.54976e-30
      3.87252  1.59470e-30
      3.88083  1.64026e-30
      3.88916  1.68651e-30
      3.89750  1.73327e-30
      3.90586  1.78050e-30
      3.91424  1.82812e-30
      3.92264  1.87552e-30
      3.93106  1.92394e-30
      3.93949  1.97228e-30
      3.94795  2.02046e-30
      3.95642  2.06843e-30
      3.96491  2.11609e-30
      3.97341  2.16339e-30
      3.98194  2.21008e-30
      3.99048  2.25595e-30
      3.99904  2.30076e-30
      4.00762  2.34459e-30
      4.01622  2.38703e-30
      4.02484  2.42786e-30
      4.03348  2.46688e-30
      4.04213  2.50370e-30
      4.05080  2.53829e-30
      4.05949  2.57022e-30
      4.06821  2.59923e-30
      4.07693  2.62506e-30
      4.08568  2.64736e-30
      4.09445  2.66592e-30
      4.10323  2.68043e-30
      4.11204  2.69067e-30
      4.12086  2.69597e-30
      4.12970  2.69655e-30
      4.13856  2.69678e-30
      4.14744  2.70675e-30
      4.15634  2.68877e-30
      4.16526  2.66697e-30
      4.17419  2.63797e-30
      4.18315  2.60263e-30
      4.19213  2.56037e-30
      4.20112  2.51130e-30
      4.21013  2.45542e-30
      4.21917  2.39295e-30
      4.22822  2.32364e-30
      4.23729  2.24792e-30
      4.24639  2.16609e-30
      4.25550  2.07805e-30
      4.26463  1.98517e-30
      4.27378  1.88726e-30
      4.28295  1.78499e-30
      4.29214  1.67915e-30
      4.30135  1.57058e-30
      4.31058  1.46053e-30
      4.31982  1.34961e-30
      4.32909  1.23893e-30
      4.33838  1.12951e-30
      4.34769  1.02279e-30
      4.35702  9.19900e-31
      4.36637  8.21436e-31
      4.37573  7.28584e-31
      4.38512  6.42269e-31
      4.39453  5.63038e-31
      4.40396  4.91580e-31
      4.41341  4.28102e-31
      4.42288  3.72664e-31
      4.43237  3.25230e-31
      4.44188  2.85569e-31
      4.45141  2.53290e-31
      4.46096  2.27755e-31
      4.47053  2.08259e-31
      4.48012  1.94078e-31
      4.48974  1.84392e-31
      4.49937  1.78521e-31
      4.50903  1.75671e-31
      4.51870  1.75213e-31
      4.52839  1.76653e-31
      4.53811  1.79519e-31
      4.54785  1.83426e-31
      4.55761  1.88166e-31
      4.56738  1.93413e-31
      4.57718  1.99127e-31
      4.58700  2.05308e-31
      4.59685  2.11673e-31
      4.60671  2.18370e-31
      4.61659  2.25212e-31
      4.62650  2.32188e-31
      4.63643  2.39518e-31
      4.64637  2.47084e-31
      4.65634  2.54851e-31
      4.66633  2.62931e-31
      4.67635  2.71008e-31
      4.68638  2.79452e-31
      4.69644  2.88434e-31
      4.70651  2.97503e-31
      4.71661  3.06963e-31
      4.72673  3.16774e-31
      4.73687  3.26549e-31
      4.74704  3.36954e-31
      4.75722  3.47629e-31
      4.76743  3.58546e-31
      4.77766  3.70115e-31
      4.78791  3.81735e-31
      4.79818  3.93504e-31
      4.80848  4.06104e-31
      4.81879  4.19311e-31
      4.82913  4.32462e-31
      4.83949  4.46841e-31
      4.84988  4.60883e-31
      4.86028  4.74484e-31
      4.87071  4.94888e-31
      4.88116  5.18617e-31
      4.89163  5.33933e-31
      4.90213  5.52298e-31
      4.91265  5.69334e-31
      4.92319  5.87800e-31
      4.93375  6.07649e-31
      4.94434  6.28216e-31
      4.95495  6.49006e-31
      4.96558  6.72001e-31
      4.97623  6.93269e-31
      4.98691  7.16151e-31
      4.99761  7.42252e-31
      5.00833  7.67375e-31
      5.01908  7.93369e-31
      5.02985  8.22061e-31
      5.04064  8.50188e-31
      5.05146  8.78058e-31
      5.06229  9.10348e-31
      5.07316  9.42462e-31
      5.08404  9.74622e-31
      5.09495  1.00980e-30
      5.10588  1.04466e-30
      5.11684  1.08028e-30
      5.12781  1.12163e-30
      5.13882  1.13651e-30
      5.14984  1.15618e-30
      5.16089  1.20240e-30
      5.17197  1.24415e-30
      5.18306  1.28579e-30
      5.19418  1.33403e-30
      5.20533  1.38044e-30
      5.21650  1.42859e-30
      5.22769  1.47909e-30
      5.23891  1.53205e-30
      5.25015  1.58132e-30
      5.26141  1.63565e-30
      5.27270  1.69236e-30
      5.28401  1.74981e-30
      5.29535  1.80856e-30
      5.30671  1.86960e-30
      5.31810  1.92960e-30
      5.32951  1.99070e-30
      5.34095  2.05676e-30
      5.35241  2.12155e-30
      5.36389  2.18758e-30
      5.37540  2.25505e-30
      5.38693  2.32592e-30
      5.39849  2.39326e-30
      5.41007  2.46489e-30
      5.42168  2.53836e-30
      5.43331  2.61106e-30
      5.44497  2.68442e-30
      5.45665  2.76131e-30
      5.46836  2.83436e-30
      5.48009  2.90730e-30
      5.49185  2.98550e-30
      5.50364  3.06142e-30
      5.51545  3.13729e-30
      5.52728  3.21249e-30
      5.53914  3.28898e-30
      5.55102  3.36166e-30
      5.56293  3.43437e-30
      5.57487  3.50835e-30
      5.58683  3.57866e-30
      5.59882  3.64748e-30
      5.61083  3.71540e-30
      5.62287  3.77972e-30
      5.63493  3.83980e-30
      5.64702  3.89802e-30
      5.65914  3.95298e-30
      5.67128  4.00312e-30
      5.68345  4.04865e-30
      5.69565  4.08992e-30
      5.70787  4.12596e-30
      5.72011  4.15500e-30
      5.73239  4.17856e-30
      5.74469  4.19581e-30
      5.75701  4.20495e-30
      5.76937  4.20653e-30
      5.78174  4.20061e-30
      5.79415  4.18520e-30
      5.80658  4.16086e-30
      5.81904  4.12711e-30
      5.83152  4.08389e-30
      5.84403  4.03022e-30
      5.85658  3.96638e-30
      5.86914  3.89225e-30
      5.88173  3.80726e-30
      5.89435  3.71210e-30
      5.90700  3.60610e-30
      5.91968  3.48980e-30
      5.93238  3.36361e-30
      5.94510  3.22839e-30
      5.95786  3.08367e-30
      5.97064  2.93185e-30
      5.98345  2.77325e-30
      5.99629  2.60850e-30
      6.00916  2.43903e-30
      6.02205  2.26714e-30
      6.03497  2.09347e-30
      6.04792  1.91974e-30
      6.06090  1.74687e-30
      6.07390  1.57845e-30
      6.08694  1.41456e-30
      6.10000  1.25668e-30
      6.11308  1.10684e-30
      6.12620  9.66609e-31
      6.13935  8.37034e-31
      6.15252  7.17743e-31
      6.16572  6.13132e-31
      6.17895  5.20859e-31
      6.19221  4.39562e-31
      6.20549  3.70914e-31
      6.21880  3.14618e-31
      6.23215  2.68965e-31
      6.24552  2.32550e-31
      6.25892  2.04039e-31
      6.27235  1.84877e-31
      6.28581  1.70984e-31
      6.29929  1.61144e-31
      6.31281  1.55221e-31
      6.32635  1.53051e-31
      6.33993  1.52900e-31
      6.35353  1.53853e-31
      6.36717  1.53849e-31
      6.38083  1.90929e-31
      6.39452  2.03358e-31
      6.40824  2.06974e-31
      6.42199  2.12706e-31
      6.43577  2.18403e-31
      6.44957  2.24401e-31
      6.46341  2.28924e-31
      6.47728  2.35836e-31
      6.49118  2.44067e-31
      6.50510  2.50397e-31
      6.51906  2.56392e-31
      6.53305  2.64090e-31
      6.54707  2.71441e-31
      6.56112  2.79095e-31
      6.57519  2.86015e-31
      6.58930  2.95343e-31
      6.60344  3.05934e-31
      6.61761  3.13959e-31
      6.63181  3.22303e-31
      6.64604  3.32709e-31
      6.66029  3.43066e-31
      6.67459  3.53627e-31
      6.68891  3.63838e-31
      6.70326  3.74724e-31
      6.71764  3.88660e-31
      6.73205  4.00805e-31
      6.74650  4.12467e-31
      6.76098  4.25859e-31
      6.77548  4.40283e-31
      6.79002  4.52836e-31
      6.80459  4.67620e-31
      6.81919  4.83444e-31
      6.83382  5.00848e-31
      6.84848  5.18139e-31
      6.86318  5.34536e-31
      6.87790  5.51429e-31
      6.89266  5.71309e-31
      6.90745  5.92188e-31
      6.92227  6.11639e-31
      6.93712  6.33404e-31
      6.95201  6.58536e-31
      6.96692  6.78070e-31
      6.98187  7.12667e-31
      6.99685  7.44508e-31
      7.01186  7.69472e-31
      7.02691  8.00418e-31
      7.04198  8.28239e-31
      7.05709  8.55564e-31
      7.07224  8.89896e-31
      7.08741  9.25268e-31
      7.10262  9.59583e-31
      7.11786  9.96410e-31
      7.13313  1.03604e-30
      7.14843  1.07217e-30
      7.16377  1.11249e-30
      7.17914  1.15674e-30
      7.19455  1.20002e-30
      7.20998  1.24721e-30
      7.22545  1.29721e-30
      7.24095  1.34069e-30
      7.25649  1.39217e-30
      7.27206  1.44598e-30
      7.28766  1.50048e-30
      7.30330  1.55551e-30
      7.31897  1.61737e-30
      7.33467  1.67517e-30
      7.35041  1.73592e-30
      7.36618  1.80431e-30
      7.38198  1.86964e-30
      7.39783  1.93811e-30
      7.41370  2.01163e-30
      7.42960  2.08560e-30
      7.44555  2.15531e-30
      7.46152  2.23593e-30
      7.47753  2.31595e-30
      7.49358  2.40347e-30
      7.50965  2.41522e-30
      7.52576  2.51335e-30
      7.54191  2.59776e-30
      7.55810  2.68921e-30
      7.57431  2.78909e-30
      7.59056  2.88680e-30
      7.60685  2.98592e-30
      7.62317  3.09352e-30
      7.63953  3.19916e-30
      7.65592  3.30651e-30
      7.67235  3.42119e-30
      7.68881  3.53655e-30
      7.70531  3.65538e-30
      7.72184  3.77627e-30
      7.73840  3.90414e-30
      7.75501  4.02804e-30
      7.77165  4.15691e-30
      7.78832  4.29290e-30
      7.80503  4.42914e-30
      7.82178  4.56713e-30
      7.83857  4.70916e-30
      7.85538  4.85417e-30
      7.87224  4.99831e-30
      7.88913  5.14772e-30
      7.90605  5.29978e-30
      7.92302  5.45268e-30
      7.94001  5.60779e-30
      7.95705  5.76492e-30
      7.97412  5.92400e-30
      7.99123  6.08156e-30
      8.00838  6.24043e-30
      8.02557  6.40381e-30
      8.04278  6.56467e-30
      8.06004  6.72555e-30
      8.07733  6.88615e-30
      8.09466  7.04618e-30
      8.11203  7.20356e-30
      8.12944  7.35956e-30
      8.14688  7.51344e-30
      8.16436  7.66361e-30
      8.18188  7.80976e-30
      8.19944  7.95252e-30
      8.21703  8.08946e-30
      8.23466  8.22036e-30
      8.25233  8.34514e-30
      8.27003  8.46196e-30
      8.28778  8.57093e-30
      8.30556  8.67037e-30
      8.32338  8.75993e-30
      8.34124  8.83831e-30
      8.35913  8.90560e-30
      8.37707  8.95996e-30
      8.39505  8.99929e-30
      8.41305  9.02515e-30
      8.43111  9.03528e-30
      8.44920  9.02874e-30
      8.46733  9.00434e-30
      8.48549  8.96307e-30
      8.50370  8.90373e-30
      8.52195  8.82395e-30
      8.54023  8.72358e-30
      8.55855  8.60443e-30
      8.57692  8.46522e-30
      8.59532  8.30493e-30
      8.61376  8.12622e-30
      8.63225  7.92946e-30
      8.65076  7.71240e-30
      8.66933  7.47596e-30
      8.68793  7.22446e-30
      8.70657  6.95907e-30
      8.72525  6.68010e-30
      8.74397  6.38854e-30
      8.76273  6.09207e-30
      8.78154  5.79164e-30
      8.80037  5.48828e-30
      8.81926  5.17037e-30
      8.83818  4.85268e-30
      8.85714  4.56371e-30
      8.87615  4.28266e-30
      8.89519  4.01750e-30
      8.91428  3.77233e-30
      8.93341  3.54559e-30
      8.95257  3.33957e-30
      8.97178  3.16103e-30
      8.99103  3.00658e-30
      9.01032  2.88717e-30
      9.02966  2.78891e-30
      9.04903  2.71344e-30
      9.06844  2.66658e-30
      9.08790  2.64283e-30
      9.10740  2.63622e-30
      9.12694  2.65036e-30
      9.14653  2.68126e-30
      9.16615  2.72615e-30
      9.18582  2.78083e-30
      9.20552  2.84680e-30
      9.22528  2.92299e-30
      9.24507  3.00310e-30
      9.26491  3.08601e-30
      9.28479  3.17532e-30
      9.30471  3.26641e-30
      9.32467  3.36060e-30
      9.34468  3.45349e-30
      9.36473  3.54928e-30
      9.38482  3.64852e-30
      9.40496  3.74584e-30
      9.42513  3.84020e-30
      9.44536  3.93779e-30
      9.46562  4.03497e-30
      9.48594  4.13172e-30
      9.50629  4.22544e-30
      9.52669  4.32046e-30
      9.54713  4.41681e-30
      9.56761  4.51107e-30
      9.58814  4.59900e-30
      9.60871  4.68827e-30
      9.62933  4.77482e-30
      9.64999  4.85707e-30
      9.67070  4.93564e-30
      9.69144  5.00864e-30
      9.71224  5.08061e-30
      9.73308  5.14782e-30
      9.75396  5.20748e-30
      9.77489  5.25722e-30
      9.79586  5.30411e-30
      9.81688  5.34469e-30
      9.83794  5.37621e-30
      9.85905  5.39789e-30
      9.88020  5.41370e-30
      9.90140  5.42034e-30
      9.92265  5.41991e-30
      9.94394  5.36134e-30
      9.96528  5.49938e-30
      9.98666  4.57423e-30
      10.0081  3.18609e-30
      10.0296  5.72905e-30
      10.0511  5.10473e-30
      10.0726  5.03529e-30
      10.0943  4.97201e-30
      10.1159  4.85038e-30
      10.1376  4.72827e-30
      10.1594  4.59065e-30
      10.1812  4.44582e-30
      10.2030  4.28969e-30
      10.2249  4.12421e-30
      10.2468  3.95419e-30
      10.2688  3.77700e-30
      10.2909  3.58611e-30
      10.3129  3.39599e-30
      10.3351  3.20840e-30
      10.3572  3.01782e-30
      10.3795  2.82487e-30
      10.4017  2.64488e-30
      10.4241  2.45895e-30
      10.4464  2.28207e-30
      10.4688  2.12743e-30
      10.4913  1.98106e-30
      10.5138  1.85040e-30
      10.5364  1.75349e-30
      10.5590  1.63052e-30
      10.5816  1.57606e-30
      10.6043  1.54583e-30
      10.6271  1.47955e-30
      10.6499  1.44639e-30
      10.6727  1.42441e-30
      10.6956  1.41943e-30
      10.7186  1.41047e-30
      10.7416  1.43849e-30
      10.7646  1.46457e-30
      10.7877  1.49765e-30
      10.8109  1.54671e-30
      10.8341  1.59861e-30
      10.8573  1.64238e-30
      10.8806  1.71309e-30
      10.9040  1.77626e-30
      10.9273  1.84171e-30
      10.9508  1.91015e-30
      10.9743  1.99009e-30
      10.9978  2.06027e-30
      11.0214  2.13420e-30
      11.0451  2.21940e-30
      11.0688  2.31162e-30
      11.0925  2.39069e-30
      11.1163  2.48490e-30
      11.1402  2.57448e-30
      11.1641  2.66241e-30
      11.1880  2.76559e-30
      11.2120  2.86793e-30
      11.2361  2.97060e-30
      11.2602  3.08169e-30
      11.2844  3.19158e-30
      11.3086  3.30555e-30
      11.3328  3.42598e-30
      11.3572  3.54770e-30
      11.3815  3.68160e-30
      11.4060  3.81010e-30
      11.4304  3.94622e-30
      11.4549  4.09223e-30
      11.4795  4.22767e-30
      11.5042  4.37852e-30
      11.5288  4.54084e-30
      11.5536  4.66209e-30
      11.5784  4.74456e-30
      11.6032  4.92360e-30
      11.6281  5.09799e-30
      11.6531  5.27682e-30
      11.6781  5.45863e-30
      11.7031  5.65201e-30
      11.7282  5.84672e-30
      11.7534  6.04821e-30
      11.7786  6.25454e-30
      11.8039  6.46883e-30
      11.8292  6.69195e-30
      11.8546  6.91663e-30
      11.8800  7.14729e-30
      11.9055  7.38791e-30
      11.9311  7.63190e-30
      11.9567  7.88273e-30
      11.9823  8.14202e-30
      12.0080  8.40245e-30
      12.0338  8.67484e-30
      12.0596  8.95145e-30
      12.0855  9.23253e-30
      12.1114  9.51497e-30
      12.1374  9.81187e-30
      12.1634  1.01099e-29
      12.1895  1.04120e-29
      12.2157  1.07250e-29
      12.2419  1.10352e-29
      12.2682  1.13467e-29
      12.2945  1.16735e-29
      12.3209  1.19935e-29
      12.3473  1.23161e-29
      12.3738  1.26495e-29
      12.4003  1.29784e-29
      12.4270  1.33027e-29
      12.4536  1.36333e-29
      12.4803  1.39613e-29
      12.5071  1.42862e-29
      12.5339  1.46091e-29
      12.5608  1.49308e-29
      12.5878  1.52401e-29
      12.6148  1.55513e-29
      12.6419  1.58226e-29
      12.6690  1.61016e-29
      12.6962  1.63820e-29
      12.7234  1.66537e-29
      12.7507  1.69041e-29
      12.7781  1.71416e-29
      12.8055  1.73718e-29
      12.8330  1.75735e-29
      12.8605  1.77563e-29
      12.8881  1.79202e-29
      12.9157  1.80609e-29
      12.9435  1.81696e-29
      12.9712  1.82558e-29
      12.9991  1.83196e-29
      13.0270  1.83482e-29
      13.0549  1.83399e-29
      13.0829  1.83057e-29
      13.1110  1.82329e-29
      13.1391  1.81231e-29
      13.1673  1.79809e-29
      13.1956  1.77986e-29
      13.2239  1.75836e-29
      13.2522  1.73294e-29
      13.2807  1.70348e-29
      13.3092  1.67050e-29
      13.3377  1.63407e-29
      13.3664  1.59538e-29
      13.3950  1.55238e-29
      13.4238  1.50772e-29
      13.4526  1.45997e-29
      13.4814  1.41044e-29
      13.5104  1.35866e-29
      13.5394  1.30648e-29
      13.5684  1.25401e-29
      13.5975  1.20153e-29
      13.6267  1.14909e-29
      13.6559  1.09792e-29
      13.6852  1.04957e-29
      13.7146  1.00305e-29
      13.7440  9.59121e-30
      13.7735  9.18230e-30
      13.8031  8.81892e-30
      13.8327  8.48988e-30
      13.8624  8.19839e-30
      13.8921  7.94800e-30
      13.9219  7.74153e-30
      13.9518  7.56668e-30
      13.9817  7.42838e-30
      14.0117  7.31726e-30
      14.0418  7.23340e-30
      14.0719  7.17370e-30
      14.1021  7.12284e-30
      14.1324  7.08053e-30
      14.1627  7.04915e-30
      14.1931  7.02018e-30
      14.2235  6.98003e-30
      14.2540  6.93393e-30
      14.2846  6.87704e-30
      14.3153  6.81507e-30
      14.3460  6.73508e-30
      14.3768  6.63227e-30
      14.4076  6.52182e-30
      14.4385  6.40090e-30
      14.4695  6.25243e-30
      14.5005  6.08807e-30
      14.5317  5.90715e-30
      14.5628  5.71334e-30
      14.5941  5.50542e-30
      14.6254  5.27475e-30
      14.6568  5.03872e-30
